RowKey,Order ID,Order Date,Ship Date,Ship Mode,Profit,Quantity,Sales
2984,CA-2014-108091,2016-11-16 00:00:00,2016-11-21 00:00:00,Standard Class,6.07,4.00,23.36
2985,CA-2014-108112,2016-11-15 00:00:00,2016-11-20 00:00:00,Standard Class,55.02,8.00,559.20
2986,CA-2014-108287,2016-12-18 00:00:00,2016-12-20 00:00:00,First Class,1.43,9.00,12.67
2987,CA-2014-108294,2016-12-10 00:00:00,2016-12-10 00:00:00,Same Day,15.53,3.00,34.50
2988,CA-2014-108322,2016-04-30 00:00:00,2016-05-05 00:00:00,Standard Class,6.96,11.00,26.06
2989,CA-2014-108329,2016-12-09 00:00:00,2016-12-14 00:00:00,Standard Class,44.48,4.00,444.77
2990,CA-2014-108441,2016-06-12 00:00:00,2016-06-18 00:00:00,Standard Class,173.31,14.00,954.55
2991,CA-2014-108539,2016-03-21 00:00:00,2016-03-23 00:00:00,Second Class,217.33,9.00,745.28
2992,CA-2014-108553,2016-04-23 00:00:00,2016-04-29 00:00:00,Standard Class,72.18,9.00,244.65
2993,CA-2014-108560,2016-07-08 00:00:00,2016-07-15 00:00:00,Standard Class,502.92,14.00,1058.11
2994,CA-2014-108574,2016-10-07 00:00:00,2016-10-11 00:00:00,Standard Class,198.87,26.00,1324.57
2995,CA-2014-108749,2016-09-12 00:00:00,2016-09-15 00:00:00,First Class,44.66,10.00,91.14
2996,CA-2014-108756,2016-12-25 00:00:00,2016-12-29 00:00:00,Standard Class,13.67,3.00,31.80
2997,CA-2014-108791,2016-07-27 00:00:00,2016-07-31 00:00:00,Standard Class,140.00,9.00,558.81
2998,CA-2014-108854,2016-12-08 00:00:00,2016-12-14 00:00:00,Standard Class,93.90,9.00,243.58
2999,CA-2014-108910,2016-09-24 00:00:00,2016-09-29 00:00:00,Standard Class,24.48,3.00,103.06
3000,CA-2014-108931,2016-09-14 00:00:00,2016-09-19 00:00:00,Standard Class,9.52,4.00,20.12
3001,CA-2014-109085,2016-02-18 00:00:00,2016-02-21 00:00:00,First Class,-127.23,18.00,1448.85
3002,CA-2014-109099,2016-10-06 00:00:00,2016-10-11 00:00:00,Standard Class,20.09,1.00,40.99
3003,CA-2014-109183,2016-12-04 00:00:00,2016-12-09 00:00:00,Standard Class,-272.58,2.00,649.00
3004,CA-2014-109211,2016-04-04 00:00:00,2016-04-10 00:00:00,Standard Class,8.49,1.00,16.98
3005,CA-2014-109393,2016-06-30 00:00:00,2016-07-02 00:00:00,Second Class,5.13,3.00,436.00
3006,CA-2014-109589,2016-12-21 00:00:00,2016-12-24 00:00:00,First Class,27.69,4.00,71.00
3007,CA-2014-109701,2016-12-02 00:00:00,2016-12-03 00:00:00,Same Day,58.34,19.00,178.89
3008,CA-2014-109715,2016-12-09 00:00:00,2016-12-14 00:00:00,Standard Class,5.00,2.00,15.98
3009,CA-2014-109750,2016-07-22 00:00:00,2016-07-28 00:00:00,Standard Class,14.09,3.00,29.97
3010,CA-2014-109757,2016-09-04 00:00:00,2016-09-09 00:00:00,Second Class,-19.14,15.00,49.70
3011,CA-2014-109778,2016-07-16 00:00:00,2016-07-21 00:00:00,Standard Class,0.91,2.00,2.91
3012,CA-2014-109946,2016-04-16 00:00:00,2016-04-21 00:00:00,Standard Class,2.07,5.00,16.52
3013,CA-2014-109960,2016-12-09 00:00:00,2016-12-11 00:00:00,Second Class,76.98,18.00,188.24
3014,CA-2014-110198,2016-05-01 00:00:00,2016-05-02 00:00:00,First Class,-14.22,5.00,318.96
3015,CA-2014-110212,2016-05-01 00:00:00,2016-05-05 00:00:00,Standard Class,18.09,5.00,48.90
3016,CA-2014-110310,2016-10-27 00:00:00,2016-11-02 00:00:00,Standard Class,17.23,13.00,68.97
3017,CA-2014-110373,2016-10-27 00:00:00,2016-10-30 00:00:00,Second Class,4.24,5.00,34.24
3018,CA-2014-110380,2016-09-02 00:00:00,2016-09-07 00:00:00,Standard Class,1.77,3.00,6.57
3019,CA-2014-110429,2016-11-03 00:00:00,2016-11-08 00:00:00,Standard Class,-7.78,3.00,11.67
3020,CA-2014-110443,2016-11-21 00:00:00,2016-11-25 00:00:00,Standard Class,185.43,14.00,1242.63
3021,CA-2014-110478,2016-03-04 00:00:00,2016-03-09 00:00:00,Standard Class,9.72,5.00,24.57
3022,CA-2014-110625,2016-12-23 00:00:00,2016-12-30 00:00:00,Standard Class,9.89,2.00,27.46
3023,CA-2014-110821,2016-08-07 00:00:00,2016-08-08 00:00:00,First Class,-38.55,5.00,237.61
3024,CA-2014-110842,2016-11-11 00:00:00,2016-11-16 00:00:00,Standard Class,51.68,9.00,151.93
3025,CA-2014-110884,2016-03-07 00:00:00,2016-03-12 00:00:00,Standard Class,51.20,9.00,117.51
3026,CA-2014-110905,2016-09-10 00:00:00,2016-09-15 00:00:00,Second Class,125.31,30.00,808.92
3027,CA-2014-110926,2016-11-19 00:00:00,2016-11-23 00:00:00,Standard Class,12.53,7.00,25.06
3028,CA-2014-110940,2016-07-23 00:00:00,2016-07-28 00:00:00,Standard Class,15.19,4.00,121.54
3029,CA-2014-111178,2016-06-15 00:00:00,2016-06-22 00:00:00,Standard Class,1.71,5.00,19.56
3030,CA-2014-111220,2016-09-02 00:00:00,2016-09-08 00:00:00,Standard Class,-53.72,11.00,257.51
3031,CA-2014-111262,2016-10-28 00:00:00,2016-11-01 00:00:00,Second Class,-0.53,7.00,65.73
3032,CA-2014-111269,2016-06-16 00:00:00,2016-06-18 00:00:00,Second Class,109.78,11.00,503.87
3033,CA-2014-111332,2016-05-20 00:00:00,2016-05-22 00:00:00,Second Class,216.59,24.00,891.53
3034,CA-2014-111374,2016-02-25 00:00:00,2016-02-29 00:00:00,Standard Class,-3.80,4.00,4.96
3035,CA-2014-111388,2016-09-02 00:00:00,2016-09-02 00:00:00,Same Day,-2.70,3.00,215.98
3036,CA-2014-111556,2016-11-20 00:00:00,2016-11-22 00:00:00,First Class,344.05,15.00,1559.67
3037,CA-2014-111577,2016-10-16 00:00:00,2016-10-21 00:00:00,Standard Class,111.57,7.00,307.78
3038,CA-2014-111591,2016-03-21 00:00:00,2016-03-25 00:00:00,Standard Class,24.32,20.00,425.06
3039,CA-2014-111647,2016-07-03 00:00:00,2016-07-07 00:00:00,Standard Class,62.99,4.00,167.97
3040,CA-2014-111689,2016-11-30 00:00:00,2016-12-02 00:00:00,Second Class,285.50,8.00,1311.37
3041,CA-2014-111717,2016-10-10 00:00:00,2016-10-16 00:00:00,Standard Class,-47.87,3.00,239.36
3042,CA-2014-111738,2016-01-04 00:00:00,2016-01-08 00:00:00,Standard Class,685.62,11.00,2031.39
3043,CA-2014-111759,2016-07-08 00:00:00,2016-07-12 00:00:00,Standard Class,24.27,2.00,52.76
3044,CA-2014-111808,2016-12-16 00:00:00,2016-12-20 00:00:00,Standard Class,5.18,5.00,10.80
3045,CA-2014-111815,2016-03-03 00:00:00,2016-03-10 00:00:00,Standard Class,90.05,3.00,280.96
3046,CA-2014-112004,2016-09-25 00:00:00,2016-09-28 00:00:00,First Class,-49.25,7.00,199.49
3047,CA-2014-112039,2016-03-25 00:00:00,2016-03-29 00:00:00,Standard Class,47.04,3.00,470.38
3048,CA-2014-112172,2016-06-10 00:00:00,2016-06-14 00:00:00,Second Class,0.71,3.00,14.13
3049,CA-2014-112333,2016-04-08 00:00:00,2016-04-14 00:00:00,Standard Class,632.46,9.00,2633.51
3050,CA-2014-112431,2016-10-12 00:00:00,2016-10-14 00:00:00,Second Class,132.34,14.00,441.72
3051,CA-2014-112473,2016-05-25 00:00:00,2016-06-01 00:00:00,Standard Class,-11.28,3.00,50.14
3052,CA-2014-112487,2016-12-26 00:00:00,2016-12-30 00:00:00,Standard Class,-2.61,2.00,3.13
3053,CA-2014-112515,2016-09-17 00:00:00,2016-09-21 00:00:00,Second Class,247.59,21.00,1782.10
3054,CA-2014-112529,2016-11-19 00:00:00,2016-11-21 00:00:00,First Class,-63.07,10.00,749.89
3055,CA-2014-112536,2016-05-18 00:00:00,2016-05-23 00:00:00,Standard Class,-13.28,10.00,17.80
3056,CA-2014-112725,2016-01-31 00:00:00,2016-02-07 00:00:00,Standard Class,-5.47,11.00,142.34
3057,CA-2014-112753,2016-06-18 00:00:00,2016-06-23 00:00:00,Standard Class,94.64,15.00,956.80
3058,CA-2014-112774,2016-09-11 00:00:00,2016-09-12 00:00:00,First Class,6.04,1.00,34.50
3059,CA-2014-112809,2016-08-18 00:00:00,2016-08-22 00:00:00,Standard Class,-32.10,12.00,228.19
3060,CA-2014-112844,2016-11-13 00:00:00,2016-11-16 00:00:00,Second Class,43.20,7.00,198.55
3061,CA-2014-112865,2016-05-18 00:00:00,2016-05-22 00:00:00,Standard Class,-0.90,3.00,36.05
3062,CA-2014-112900,2016-04-09 00:00:00,2016-04-12 00:00:00,Second Class,219.99,8.00,478.24
3063,CA-2014-112956,2016-08-21 00:00:00,2016-08-27 00:00:00,Standard Class,172.96,11.00,394.48
3064,CA-2014-112984,2016-09-16 00:00:00,2016-09-18 00:00:00,Second Class,6.42,6.00,20.54
3065,CA-2014-113075,2016-09-02 00:00:00,2016-09-06 00:00:00,Standard Class,-7.12,3.00,40.68
3066,CA-2014-113208,2016-03-26 00:00:00,2016-04-02 00:00:00,Standard Class,23.12,3.00,60.84
3067,CA-2014-113278,2016-01-15 00:00:00,2016-01-21 00:00:00,Standard Class,111.18,24.00,358.70
3068,CA-2014-113355,2016-12-01 00:00:00,2016-12-05 00:00:00,Standard Class,6.61,8.00,536.86
3069,CA-2014-113418,2016-10-01 00:00:00,2016-10-03 00:00:00,First Class,767.20,11.00,1704.89
3070,CA-2014-113453,2016-10-21 00:00:00,2016-10-28 00:00:00,Standard Class,-81.46,5.00,401.36
3071,CA-2014-113460,2016-11-07 00:00:00,2016-11-09 00:00:00,Second Class,43.68,3.00,272.97
3072,CA-2014-113474,2016-03-30 00:00:00,2016-03-31 00:00:00,First Class,149.90,2.00,325.86
3073,CA-2014-113481,2016-01-03 00:00:00,2016-01-05 00:00:00,First Class,-61.52,13.00,740.21
3074,CA-2014-113530,2016-05-19 00:00:00,2016-05-21 00:00:00,Second Class,55.90,16.00,726.83
3075,CA-2014-113558,2016-10-21 00:00:00,2016-10-26 00:00:00,Standard Class,47.89,6.00,729.65
3076,CA-2014-113572,2016-11-07 00:00:00,2016-11-11 00:00:00,Standard Class,2.52,4.00,7.88
3077,CA-2014-113670,2016-10-15 00:00:00,2016-10-17 00:00:00,First Class,106.80,8.00,715.19
3078,CA-2014-113705,2016-03-27 00:00:00,2016-03-29 00:00:00,Second Class,144.85,18.00,874.80
3079,CA-2014-113873,2016-11-13 00:00:00,2016-11-19 00:00:00,Standard Class,-21.09,7.00,267.79
3080,CA-2014-113908,2016-06-03 00:00:00,2016-06-09 00:00:00,Standard Class,-57.02,12.00,508.79
3081,CA-2014-114055,2016-12-25 00:00:00,2016-12-29 00:00:00,Second Class,372.81,12.00,819.28
3082,CA-2014-114216,2016-09-02 00:00:00,2016-09-06 00:00:00,Standard Class,4.11,3.00,12.19
3083,CA-2014-114258,2016-11-05 00:00:00,2016-11-10 00:00:00,Second Class,55.44,4.00,492.77
3084,CA-2014-114370,2016-03-14 00:00:00,2016-03-17 00:00:00,Second Class,4.96,2.00,49.62
3085,CA-2014-114412,2016-04-15 00:00:00,2016-04-20 00:00:00,Standard Class,5.44,3.00,15.55
3086,CA-2014-114440,2016-09-14 00:00:00,2016-09-17 00:00:00,Second Class,8.76,3.00,19.05
3087,CA-2014-114524,2016-03-31 00:00:00,2016-04-05 00:00:00,Second Class,-22.90,13.00,13.47
3088,CA-2014-114552,2016-09-02 00:00:00,2016-09-08 00:00:00,Standard Class,4.14,3.00,15.07
3089,CA-2014-114636,2016-08-25 00:00:00,2016-08-29 00:00:00,Standard Class,67.26,5.00,192.16
3090,CA-2014-114804,2016-10-17 00:00:00,2016-10-19 00:00:00,Second Class,4.62,1.00,52.79
3091,CA-2014-115070,2016-04-10 00:00:00,2016-04-14 00:00:00,Second Class,-1.25,8.00,16.74
3092,CA-2014-115105,2016-02-07 00:00:00,2016-02-12 00:00:00,Standard Class,30.10,1.00,240.78
3093,CA-2014-115119,2016-10-26 00:00:00,2016-10-30 00:00:00,Standard Class,-78.48,8.00,142.98
3094,CA-2014-115154,2016-01-09 00:00:00,2016-01-12 00:00:00,First Class,80.37,2.00,892.98
3095,CA-2014-115175,2016-08-07 00:00:00,2016-08-12 00:00:00,Standard Class,114.94,5.00,244.55
3096,CA-2014-115322,2016-05-11 00:00:00,2016-05-16 00:00:00,Second Class,12.74,3.00,43.92
3097,CA-2014-115364,2016-06-26 00:00:00,2016-07-02 00:00:00,Standard Class,1.68,12.00,83.76
3098,CA-2014-115427,2016-12-30 00:00:00,2017-01-03 00:00:00,Standard Class,10.99,4.00,34.62
3099,CA-2014-115448,2016-11-11 00:00:00,2016-11-14 00:00:00,First Class,14.45,5.00,88.92
3100,CA-2014-115546,2016-05-14 00:00:00,2016-05-18 00:00:00,Standard Class,140.86,5.00,562.55
3101,CA-2014-115602,2016-12-18 00:00:00,2016-12-24 00:00:00,Standard Class,669.78,30.00,2888.52
3102,CA-2014-115651,2016-07-09 00:00:00,2016-07-12 00:00:00,First Class,-143.18,14.00,67.30
3103,CA-2014-115777,2016-08-19 00:00:00,2016-08-24 00:00:00,Standard Class,9.33,3.00,19.44
3104,CA-2014-115805,2016-07-31 00:00:00,2016-07-31 00:00:00,Same Day,4.14,1.00,36.79
3105,CA-2014-115882,2016-09-14 00:00:00,2016-09-17 00:00:00,First Class,117.51,7.00,1017.14
3106,CA-2014-115931,2016-12-22 00:00:00,2016-12-26 00:00:00,Standard Class,26.91,15.00,126.98
3107,CA-2014-115994,2016-01-29 00:00:00,2016-02-01 00:00:00,Second Class,39.23,6.00,277.71
3108,CA-2014-116113,2016-10-02 00:00:00,2016-10-06 00:00:00,Second Class,3.45,2.00,10.16
3109,CA-2014-116127,2016-06-25 00:00:00,2016-06-27 00:00:00,Second Class,-5.01,1.00,400.78
3110,CA-2014-116204,2016-02-12 00:00:00,2016-02-15 00:00:00,Second Class,7.73,7.00,21.34
3111,CA-2014-116225,2016-11-05 00:00:00,2016-11-09 00:00:00,Standard Class,171.93,5.00,390.75
3112,CA-2014-116288,2016-03-12 00:00:00,2016-03-17 00:00:00,Standard Class,9.72,3.00,242.94
3113,CA-2014-116358,2016-11-02 00:00:00,2016-11-06 00:00:00,Standard Class,18.29,9.00,46.02
3114,CA-2014-116498,2016-05-30 00:00:00,2016-06-03 00:00:00,Standard Class,10.18,6.00,35.10
3115,CA-2014-116519,2016-10-13 00:00:00,2016-10-15 00:00:00,First Class,253.37,5.00,904.90
3116,CA-2014-116645,2016-11-30 00:00:00,2016-12-04 00:00:00,Standard Class,45.22,6.00,155.94
3117,CA-2014-116680,2016-09-04 00:00:00,2016-09-06 00:00:00,Second Class,96.73,14.00,1491.62
3118,CA-2014-116715,2016-12-02 00:00:00,2016-12-05 00:00:00,First Class,208.81,13.00,678.10
3119,CA-2014-116855,2016-12-17 00:00:00,2016-12-21 00:00:00,Standard Class,80.78,5.00,504.90
3120,CA-2014-116939,2016-09-25 00:00:00,2016-09-29 00:00:00,Standard Class,47.94,5.00,177.55
3121,CA-2014-116946,2016-12-19 00:00:00,2016-12-23 00:00:00,Standard Class,-197.23,14.00,193.63
3122,CA-2014-116953,2016-04-24 00:00:00,2016-04-25 00:00:00,First Class,34.50,10.00,552.00
3123,CA-2014-116988,2016-06-27 00:00:00,2016-06-29 00:00:00,Second Class,294.36,11.00,1433.19
3124,CA-2014-117009,2016-09-22 00:00:00,2016-09-28 00:00:00,Standard Class,6.15,2.00,21.96
3125,CA-2014-117023,2016-08-07 00:00:00,2016-08-12 00:00:00,Standard Class,31.69,12.00,116.48
3126,CA-2014-117044,2016-09-11 00:00:00,2016-09-13 00:00:00,Second Class,9.71,10.00,31.07
3127,CA-2014-117079,2016-10-23 00:00:00,2016-10-27 00:00:00,Standard Class,107.99,3.00,863.88
3128,CA-2014-117114,2016-10-31 00:00:00,2016-11-05 00:00:00,Standard Class,41.38,7.00,518.68
3129,CA-2014-117128,2016-12-05 00:00:00,2016-12-08 00:00:00,Second Class,15.14,9.00,32.67
3130,CA-2014-117156,2016-03-21 00:00:00,2016-03-23 00:00:00,Second Class,2.88,3.00,8.86
3131,CA-2014-117198,2016-08-31 00:00:00,2016-09-05 00:00:00,Standard Class,217.77,2.00,659.90
3132,CA-2014-117212,2016-02-27 00:00:00,2016-02-29 00:00:00,Second Class,299.11,23.00,2110.72
3133,CA-2014-117240,2016-07-23 00:00:00,2016-07-28 00:00:00,Standard Class,4.27,3.00,13.13
3134,CA-2014-117261,2016-09-04 00:00:00,2016-09-10 00:00:00,Standard Class,0.54,4.00,54.32
3135,CA-2014-117324,2016-12-08 00:00:00,2016-12-13 00:00:00,Standard Class,419.33,16.00,1816.36
3136,CA-2014-117394,2016-09-04 00:00:00,2016-09-10 00:00:00,Standard Class,-1.43,4.00,19.04
3137,CA-2014-117401,2016-05-18 00:00:00,2016-05-22 00:00:00,Second Class,220.95,19.00,865.00
3138,CA-2014-117422,2016-10-21 00:00:00,2016-10-25 00:00:00,Standard Class,12.56,7.00,171.85
3139,CA-2014-117436,2016-06-08 00:00:00,2016-06-14 00:00:00,Standard Class,5.08,2.00,10.36
3140,CA-2014-117443,2016-12-23 00:00:00,2016-12-25 00:00:00,Second Class,41.61,8.00,189.71
3141,CA-2014-117457,2016-12-08 00:00:00,2016-12-12 00:00:00,Standard Class,431.82,46.00,3955.51
3142,CA-2014-117485,2016-09-23 00:00:00,2016-09-29 00:00:00,Standard Class,102.19,4.00,291.96
3143,CA-2014-117513,2016-03-03 00:00:00,2016-03-08 00:00:00,Standard Class,-14.99,7.00,399.67
3144,CA-2014-117632,2016-05-12 00:00:00,2016-05-18 00:00:00,Standard Class,2.63,12.00,551.04
3145,CA-2014-117646,2016-08-21 00:00:00,2016-08-25 00:00:00,Standard Class,29.94,7.00,266.52
3146,CA-2014-117653,2016-10-19 00:00:00,2016-10-23 00:00:00,Standard Class,-67.54,1.00,91.28
3147,CA-2014-117667,2016-12-04 00:00:00,2016-12-09 00:00:00,Standard Class,-20.38,24.00,588.01
3148,CA-2014-117695,2016-08-05 00:00:00,2016-08-08 00:00:00,First Class,6.33,2.00,13.76
3149,CA-2014-117702,2016-11-28 00:00:00,2016-12-04 00:00:00,Standard Class,281.05,11.00,1071.74
3150,CA-2014-117807,2016-10-01 00:00:00,2016-10-07 00:00:00,Standard Class,50.33,1.00,104.85
3151,CA-2014-117821,2016-06-12 00:00:00,2016-06-16 00:00:00,Standard Class,19.18,2.00,63.92
3152,CA-2014-117863,2016-05-18 00:00:00,2016-05-23 00:00:00,Standard Class,7.29,3.00,17.61
3153,CA-2014-117870,2016-01-28 00:00:00,2016-01-31 00:00:00,Second Class,-34.24,9.00,193.97
3154,CA-2014-117926,2016-12-08 00:00:00,2016-12-12 00:00:00,Second Class,20.84,1.00,69.48
3155,CA-2014-117933,2016-12-24 00:00:00,2016-12-29 00:00:00,Standard Class,9.70,3.00,35.91
3156,CA-2014-117947,2016-08-18 00:00:00,2016-08-23 00:00:00,Second Class,90.72,17.00,283.77
3157,CA-2014-118003,2016-12-04 00:00:00,2016-12-10 00:00:00,Standard Class,65.29,7.00,498.15
3158,CA-2014-118017,2016-12-03 00:00:00,2016-12-06 00:00:00,Second Class,50.29,38.00,306.36
3159,CA-2014-118122,2016-11-17 00:00:00,2016-11-24 00:00:00,Standard Class,4.52,2.00,13.90
3160,CA-2014-118136,2016-09-16 00:00:00,2016-09-17 00:00:00,First Class,5.61,3.00,14.80
3161,CA-2014-118199,2016-05-09 00:00:00,2016-05-11 00:00:00,First Class,226.07,15.00,805.99
3162,CA-2014-118213,2016-11-05 00:00:00,2016-11-07 00:00:00,First Class,115.51,14.00,240.15
3163,CA-2014-118346,2016-07-23 00:00:00,2016-07-24 00:00:00,First Class,143.98,5.00,399.95
3164,CA-2014-118360,2016-04-01 00:00:00,2016-04-07 00:00:00,Standard Class,19.32,9.00,42.93
3165,CA-2014-118367,2016-10-28 00:00:00,2016-11-02 00:00:00,Second Class,23.99,2.00,47.98
3166,CA-2014-118402,2016-09-29 00:00:00,2016-10-04 00:00:00,Standard Class,-54.88,5.00,243.92
3167,CA-2014-118437,2016-06-17 00:00:00,2016-06-21 00:00:00,Second Class,50.64,4.00,169.28
3168,CA-2014-118521,2016-02-17 00:00:00,2016-02-21 00:00:00,Standard Class,18.21,2.00,37.94
3169,CA-2014-118542,2016-12-01 00:00:00,2016-12-05 00:00:00,Standard Class,25.44,9.00,55.49
3170,CA-2014-118577,2016-10-06 00:00:00,2016-10-11 00:00:00,Standard Class,72.09,4.00,150.18
3171,CA-2014-118640,2016-07-20 00:00:00,2016-07-26 00:00:00,Standard Class,3.00,3.00,78.50
3172,CA-2014-118668,2016-01-03 00:00:00,2016-01-05 00:00:00,Second Class,5.81,1.00,16.59
3173,CA-2014-118724,2016-07-21 00:00:00,2016-07-25 00:00:00,Second Class,123.65,11.00,1629.71
3174,CA-2014-118731,2016-11-20 00:00:00,2016-11-22 00:00:00,Second Class,43.93,10.00,126.66
3175,CA-2014-118773,2016-02-10 00:00:00,2016-02-15 00:00:00,Standard Class,-436.26,10.00,397.74
3176,CA-2014-118857,2016-04-15 00:00:00,2016-04-18 00:00:00,First Class,70.72,5.00,196.45
3177,CA-2014-118864,2016-06-15 00:00:00,2016-06-19 00:00:00,Second Class,7.50,1.00,119.96
3178,CA-2014-118885,2016-12-29 00:00:00,2017-01-02 00:00:00,Standard Class,-21.60,7.00,695.94
3179,CA-2014-118892,2016-08-17 00:00:00,2016-08-22 00:00:00,Second Class,-630.88,9.00,4416.17
3180,CA-2014-119004,2016-11-23 00:00:00,2016-11-28 00:00:00,Standard Class,20.77,10.00,105.41
3181,CA-2014-119011,2016-08-20 00:00:00,2016-08-25 00:00:00,Standard Class,79.39,12.00,351.66
3182,CA-2014-119193,2016-12-22 00:00:00,2016-12-24 00:00:00,First Class,93.18,8.00,631.60
3183,CA-2014-119284,2016-06-15 00:00:00,2016-06-20 00:00:00,Standard Class,286.36,31.00,2942.78
3184,CA-2014-119305,2016-11-30 00:00:00,2016-12-04 00:00:00,Standard Class,43.45,5.00,173.80
3185,CA-2014-119389,2016-04-17 00:00:00,2016-04-19 00:00:00,First Class,5.28,3.00,60.31
3186,CA-2014-119424,2016-06-12 00:00:00,2016-06-14 00:00:00,Second Class,18.33,6.00,91.42
3187,CA-2014-119452,2016-03-21 00:00:00,2016-03-27 00:00:00,Standard Class,523.71,6.00,1805.88
3188,CA-2014-119494,2016-11-09 00:00:00,2016-11-13 00:00:00,Standard Class,52.34,3.00,523.39
3189,CA-2014-119564,2016-12-15 00:00:00,2016-12-20 00:00:00,Standard Class,9.79,3.00,22.77
3190,CA-2014-119578,2016-12-22 00:00:00,2016-12-27 00:00:00,Second Class,85.58,7.00,916.14
3191,CA-2014-119655,2016-04-20 00:00:00,2016-04-24 00:00:00,Standard Class,88.77,11.00,183.42
3192,CA-2014-119669,2016-01-25 00:00:00,2016-01-31 00:00:00,Standard Class,0.11,3.00,5.67
3193,CA-2014-119746,2016-11-23 00:00:00,2016-11-27 00:00:00,Standard Class,16.81,8.00,240.37
3194,CA-2014-119809,2016-08-18 00:00:00,2016-08-25 00:00:00,Standard Class,1255.24,19.00,3859.49
3195,CA-2014-119914,2016-05-04 00:00:00,2016-05-09 00:00:00,Second Class,72.95,2.00,243.16
3196,CA-2014-120019,2016-02-17 00:00:00,2016-02-22 00:00:00,Standard Class,88.48,4.00,594.50
3197,CA-2014-120061,2016-11-02 00:00:00,2016-11-07 00:00:00,Second Class,-35.51,2.00,155.37
3198,CA-2014-120138,2016-05-25 00:00:00,2016-05-25 00:00:00,Same Day,228.18,17.00,806.05
3199,CA-2014-120222,2016-04-25 00:00:00,2016-05-02 00:00:00,Standard Class,36.27,6.00,92.39
3200,CA-2014-120327,2016-11-11 00:00:00,2016-11-16 00:00:00,Standard Class,21.58,4.00,45.92
3201,CA-2014-120376,2016-12-22 00:00:00,2016-12-25 00:00:00,First Class,577.13,15.00,2283.43
3202,CA-2014-120404,2016-11-20 00:00:00,2016-11-24 00:00:00,Second Class,181.51,7.00,623.93
3203,CA-2014-120614,2016-05-30 00:00:00,2016-06-04 00:00:00,Standard Class,18.01,4.00,37.52
3204,CA-2014-120705,2016-09-05 00:00:00,2016-09-11 00:00:00,Standard Class,-29.44,2.00,147.18
3205,CA-2014-120719,2016-03-23 00:00:00,2016-03-26 00:00:00,First Class,11.30,5.00,34.76
3206,CA-2014-120761,2016-09-04 00:00:00,2016-09-08 00:00:00,Standard Class,39.54,4.00,91.96
3207,CA-2014-120894,2016-04-28 00:00:00,2016-05-02 00:00:00,Standard Class,5.27,3.00,28.08
3208,CA-2014-120936,2016-12-17 00:00:00,2016-12-21 00:00:00,Standard Class,128.78,5.00,495.30
3209,CA-2014-120999,2016-09-10 00:00:00,2016-09-15 00:00:00,Standard Class,16.56,4.00,147.17
3210,CA-2014-121027,2016-08-18 00:00:00,2016-08-22 00:00:00,Standard Class,595.74,11.00,2340.06
3211,CA-2014-121048,2016-07-14 00:00:00,2016-07-18 00:00:00,Standard Class,155.00,22.00,988.20
3212,CA-2014-121083,2016-07-09 00:00:00,2016-07-15 00:00:00,Standard Class,262.19,17.00,847.46
3213,CA-2014-121125,2016-05-30 00:00:00,2016-06-03 00:00:00,Standard Class,14.21,4.00,205.74
3214,CA-2014-121160,2016-11-04 00:00:00,2016-11-04 00:00:00,Same Day,-34.46,15.00,65.84
3215,CA-2014-121195,2016-12-24 00:00:00,2016-12-27 00:00:00,First Class,19.82,2.00,264.32
3216,CA-2014-121216,2016-12-23 00:00:00,2016-12-25 00:00:00,Second Class,-64.35,16.00,57.98
3217,CA-2014-121258,2016-02-27 00:00:00,2016-03-03 00:00:00,Standard Class,48.35,8.00,380.14
3218,CA-2014-121293,2016-07-25 00:00:00,2016-07-28 00:00:00,Second Class,-46.12,17.00,477.09
3219,CA-2014-121300,2016-09-29 00:00:00,2016-09-29 00:00:00,Same Day,-123.27,15.00,693.13
3220,CA-2014-121314,2016-09-23 00:00:00,2016-09-26 00:00:00,First Class,88.07,3.00,251.64
3221,CA-2014-121398,2016-12-25 00:00:00,2016-12-29 00:00:00,Standard Class,54.53,5.00,424.17
3222,CA-2014-121412,2016-09-23 00:00:00,2016-09-27 00:00:00,Standard Class,3.67,3.00,29.33
3223,CA-2014-121419,2016-04-02 00:00:00,2016-04-04 00:00:00,First Class,199.61,6.00,771.80
3224,CA-2014-121468,2016-11-19 00:00:00,2016-11-20 00:00:00,First Class,2.40,4.00,31.97
3225,CA-2014-121489,2016-08-21 00:00:00,2016-08-25 00:00:00,Second Class,84.84,14.00,994.46
3226,CA-2014-121503,2016-07-03 00:00:00,2016-07-06 00:00:00,Second Class,142.20,10.00,871.03
3227,CA-2014-121538,2016-11-28 00:00:00,2016-12-01 00:00:00,First Class,31.07,2.00,88.77
3228,CA-2014-121559,2016-06-01 00:00:00,2016-06-03 00:00:00,Second Class,1372.37,20.00,4472.32
3229,CA-2014-121580,2016-05-29 00:00:00,2016-06-04 00:00:00,Standard Class,147.52,7.00,522.79
3230,CA-2014-121615,2016-11-03 00:00:00,2016-11-09 00:00:00,Standard Class,24.87,10.00,75.90
3231,CA-2014-121643,2016-05-18 00:00:00,2016-05-20 00:00:00,First Class,38.78,2.00,344.70
3232,CA-2014-121678,2016-11-16 00:00:00,2016-11-20 00:00:00,Second Class,-1.40,1.00,1.82
3233,CA-2014-121706,2016-02-27 00:00:00,2016-03-02 00:00:00,Standard Class,99.90,7.00,356.79
